AH_hour,H_hour,T1_hour,T2_hour,T3_hour,T4_hour,T5_hour,quality_class
10.07,183.293,231,332,520,375,247,good
7.17,183.354,248,331,551,360,258,good
8.15,182.769,249,328,532,342,272,good
7.42,172.014,244,326,534,331,279,good
8.82,170.018,264,335,553,331,291,good
7.22,169.405,190,343,567,338,294,good
9.05,168.892,166,345,555,338,292,good
8.34,169.153,208,348,550,333,290,good
4.78,168.838,242,343,552,324,280,suspect
5.53,169.021,252,344,542,318,273,good
8.08,164.587,250,357,520,325,270,good
5.3,161.036,254,374,513,325,258,good
7.12,160.407,255,381,516,320,250,good
10.99,157.251,252,373,527,321,239,good
7.12,154.791,252,372,537,331,220,good
7.8,154.944,246,389,551,348,216,good
7.52,155.289,244,376,539,361,215,good
7.72,163.645,252,359,499,369,213,good
8.14,163.029,255,341,440,371,216,good
8.14,151.724,254,332,514,370,222,good
7.25,152.128,256,328,518,368,219,good
8.61,161.331,257,352,503,357,240,good
9.62,171.36,255,363,498,343,257,good
8.49,171.046,261,355,520,337,267,good
7.57,170.872,252,354,499,350,280,good
7.8,171.314,247,370,511,361,289,good
7.58,171.334,243,379,511,340,294,good
9.05,171.269,241,377,517,347,280,good
7.54,181.047,238,377,517,344,265,good
6.04,181.404,239,400,523,347,259,good
9.23,181.077,245,358,574,349,256,good
7.7,180.933,241,349,519,354,253,good
6.55,181.249,241,347,446,358,255,good
8.09,180.786,253,354,469,357,258,good
8.31,180.885,271,355,510,353,265,good
6.17,180.982,279,341,528,352,270,good
7.41,181.222,275,331,529,356,274,good
8.14,180.654,274,325,529,351,283,good
7.64,180.824,275,327,528,346,272,good
10.16,180.975,276,330,525,355,266,good
6.85,181.004,276,331,516,365,269,good
8.48,167.684,277,322,510,382,270,good
7.78,162.653,277,324,500,396,270,good
6.41,162.73,278,303,502,394,271,good
7.86,172.948,281,326,453,390,272,good
7.23,168.882,285,324,452,379,267,good
7.11,166.684,289,324,511,386,261,good
6.46,166.955,285,333,523,394,254,good
7.24,166.776,286,334,540,379,248,good
9.98,178.752,287,338,544,359,243,good
8.73,171.701,276,345,508,375,239,good
8.55,160.487,265,351,501,376,236,good
6.49,160.372,248,362,488,393,236,good
7.1,164.897,234,360,468,390,241,good
7.46,173.07,235,358,452,366,246,good
8.48,172.948,241,362,436,334,249,good
8.22,173.168,243,360,416,322,262,good
5.83,172.909,235,348,425,325,265,suspect
9.17,173.027,236,329,410,344,257,suspect
9.03,172.898,246,326,415,335,250,good
7.78,172.135,257,341,401,323,237,good
7.91,168.092,238,330,395,330,233,good
7.15,168.018,219,315,397,333,234,good
7.91,168.438,218,301,395,330,237,good
8.8,187.238,227,300,402,333,246,good
7.78,187.216,245,291,400,322,254,suspect
6.27,187.046,258,319,406,330,253,suspect
8.62,164.315,263,314,420,309,244,suspect
7.73,159.381,269,310,421,377,230,suspect
8.86,164.892,268,319,410,465,228,good
8.49,165.061,269,328,447,463,235,suspect
8.85,164.46,271,334,433,412,250,suspect
7.18,165.03,281,338,430,356,252,suspect
5.95,164.918,273,333,443,331,259,suspect
7.6,165.211,271,331,456,330,266,suspect
9.17,174.24,272,330,458,337,265,good
7.1,180.994,270,336,479,345,266,good
8.61,181.832,264,342,486,351,267,good
5.85,182.381,260,332,469,353,272,good
5.49,173.488,267,327,485,352,279,good
8.08,164.237,271,331,509,354,273,good
5.71,164.12,277,332,520,352,262,good
6.17,163.742,283,329,530,350,274,good
8.23,163.849,294,331,545,351,279,good
8.46,163.794,293,337,557,346,290,good
7.18,163.616,279,332,561,336,287,good
8.13,163.722,279,336,551,331,275,good
9.89,164.026,285,339,558,329,261,good
8.59,163.824,283,338,549,327,256,good
7.02,164.779,283,335,542,334,255,good
8.92,171.286,281,327,523,337,253,good
6.97,183.374,282,315,516,333,259,good
4.64,194.182,286,311,499,332,225,good
7.38,195.457,285,319,497,328,200,good
8.34,180.71,271,336,502,329,216,good
6.92,176.816,261,352,494,332,245,good
7.11,177.307,260,360,493,333,261,good
5.1,177.111,260,363,501,329,264,good
8.07,176.979,257,367,505,332,263,good
8.37,177.342,262,368,515,342,264,good
10.33,171.888,258,334,535,359,263,good
8.62,159.371,256,315,525,377,252,good
8.13,159.321,261,312,496,377,237,good
7.69,159.184,270,305,470,379,224,good
6.41,181.108,279,272,473,380,222,good
10.23,181.789,286,268,464,381,216,good
8.31,181.67,273,288,441,388,219,good
8.02,181.476,240,305,441,377,237,good
8.09,178.117,276,321,449,375,256,good
7.87,177.277,324,341,453,409,259,good
5.86,176.894,312,350,455,370,261,good
8.21,176.888,263,362,469,366,270,good
8.62,176.711,218,351,474,364,267,good
6.76,176.846,214,357,476,365,272,good
8.78,176.646,229,347,481,352,282,good
7.85,177.243,240,337,482,336,272,good
7.37,177.353,242,327,476,321,256,good
7.62,177.44,242,315,464,304,242,good
7.78,176.972,239,314,439,292,230,good
7.55,176.624,239,333,434,319,226,good
9.01,174.819,245,347,426,322,229,good
8.23,169.604,244,354,434,321,233,good
7.52,169.744,247,364,423,359,226,good
7.29,169.801,260,358,397,367,224,good
6.52,170.214,278,341,377,372,240,good
8.1,170.035,286,361,384,373,227,good
7.27,169.871,291,366,424,384,227,suspect
5.84,169.382,276,367,437,393,227,suspect
7.71,169.991,270,371,443,398,214,suspect
6.95,170.164,269,379,456,393,221,good
7.79,170.037,262,384,471,396,217,good
7.08,170.08,263,365,486,396,220,good
6.55,170.133,262,366,499,400,250,good
6.06,176.525,272,407,521,394,264,good
7.34,196.064,274,395,534,381,273,good
7.86,196.296,274,401,545,370,279,good
7.72,184.69,270,401,561,359,279,good
7.2,176.094,269,394,562,345,281,good
7.18,177.15,269,381,571,330,278,good
7.64,175.561,277,366,547,322,276,good
6.19,163.983,277,355,548,341,267,good
6.51,163.73,278,356,545,369,261,good
7.69,161.056,279,342,507,376,260,good
4.4,161.172,278,356,476,367,257,good
7.57,161.121,280,358,460,344,251,good
8.01,160.846,282,348,444,339,251,good
7.6,160.822,280,352,473,321,261,good
7.6,161.093,276,354,470,319,259,good
7.34,160.715,270,351,459,322,253,good
8.68,160.678,272,352,472,315,255,good
6.95,160.932,274,350,480,331,258,good
9.41,161.061,275,353,516,328,256,good
6.04,160.595,276,340,563,351,252,good
6.76,170.315,276,328,511,362,254,good
6.92,149.955,277,317,501,357,250,good
9.31,150.208,275,322,483,339,258,good
8.31,149.97,278,332,471,323,256,good
6.04,150.008,285,338,454,319,252,good
7.32,149.896,285,339,440,342,256,good
8.21,150.033,282,337,465,376,271,good
8.54,150.211,285,330,403,392,280,good
6.37,150.103,286,319,443,380,286,good
7.98,149.96,285,320,461,382,280,good
6.32,149.88,283,326,445,386,262,suspect
7.22,149.993,293,321,422,377,244,suspect
7.97,149.917,314,315,411,366,229,suspect
5.92,149.723,298,340,411,357,219,suspect
7.69,150.241,301,313,412,359,223,suspect
8.59,149.991,287,324,409,383,230,suspect
6.46,150.364,285,337,416,392,223,suspect
5.53,149.94,267,330,425,397,221,suspect
7.71,149.966,251,323,414,407,225,good
7.13,149.752,237,313,486,405,236,good
9.1,171.748,228,301,456,397,234,good
7.35,183.971,223,316,468,392,233,good
5.87,184.29,222,312,494,388,234,good
7.72,184.373,221,328,531,382,232,good
8.25,184.253,220,326,494,369,232,good
7.44,184.091,218,313,506,344,227,good
5.59,184.302,215,311,515,324,230,good
4.69,184.04,217,340,509,318,233,good
8.46,183.915,226,354,505,315,232,good
7.85,183.683,226,355,498,324,232,good
8.57,184.08,237,356,510,329,234,good
7.4,184.248,245,350,520,315,218,good
7.54,183.805,244,345,519,319,223,good
5.05,184.029,244,349,511,319,238,good
6.67,183.708,245,356,463,314,240,good
8.66,183.896,249,355,331,314,227,good
6.92,183.97,255,347,365,312,223,good
6.4,183.829,266,332,496,313,222,good
9.27,183.866,269,320,462,317,218,good
7.36,183.984,272,310,452,317,218,good
9.25,184.243,263,315,431,315,222,suspect
8.33,183.747,250,328,436,316,224,good
6.3,184.228,238,339,456,321,221,good
5.67,183.974,231,339,474,325,225,good
5.66,184.19,230,349,494,326,229,good
7.11,181.869,236,360,514,323,228,good
9.34,177.516,240,357,528,313,227,good
8.35,177.627,250,348,532,323,226,good
9.67,177.701,260,336,544,333,223,good
8.29,177.731,269,324,547,341,222,good
6.84,178.044,281,323,535,355,223,suspect
8.6,177.89,284,322,526,365,229,good
6.62,178.29,278,314,535,371,237,good
8.09,162.804,269,315,516,366,236,good
7.04,156.314,256,302,491,369,225,good
6.17,155.798,246,319,474,371,227,good
7.47,156.206,247,322,488,377,226,good
7.26,155.961,255,328,504,369,224,good
6.21,156.333,264,337,492,385,221,good
7.98,155.916,273,345,503,392,217,good
5.69,155.795,282,337,523,395,222,good
7.49,155.882,277,310,532,390,230,good
9.16,154.783,271,317,546,377,222,suspect
7.9,154.6,272,318,562,358,226,suspect
7.4,155.086,282,309,578,344,225,suspect
6.71,161.039,265,310,586,342,221,suspect
7.58,155.535,236,311,570,347,230,suspect
9.33,156.184,236,305,571,351,241,suspect
7.87,156.312,244,301,556,346,260,suspect
5.95,155.6,252,320,543,347,276,suspect
5.42,155.704,258,336,523,346,277,good
6.42,155.699,254,350,505,345,268,good
6.41,155.989,244,353,491,345,263,good
5.96,155.973,233,357,476,326,248,good
7.11,155.714,209,359,464,298,247,good
8.95,156.443,204,364,447,299,248,good
7.06,155.932,213,367,432,308,247,good
8.19,155.791,202,371,431,304,246,good
8.38,155.739,194,375,437,304,251,good
9.01,156.092,199,374,425,318,254,good
5.6,155.796,207,368,417,339,251,good
6.98,155.656,212,367,429,342,253,good
7.09,186.134,213,386,439,347,252,good
7.58,199.92,241,400,428,352,249,good
6.97,197.923,236,343,429,357,238,good
8.01,155.152,237,306,437,352,226,good
5.88,154.976,220,327,432,357,219,good
8.37,162.735,209,364,424,359,214,good
7.12,167.628,208,388,412,357,212,good
7.81,167.715,207,399,411,357,231,good
7.2,168.422,208,398,430,358,245,good
8.6,168.256,203,388,435,360,243,good
9.6,168.377,200,393,449,351,252,good
8.63,168.01,206,399,464,352,262,good
8.6,168.25,219,398,471,351,269,good
7.41,176.553,230,393,490,354,277,good
7.07,186.968,234,389,509,334,281,good
8.59,186.969,233,378,522,321,270,good
7.79,186.787,226,381,539,322,261,good
6.77,187.051,224,392,564,331,259,good
8.65,182.663,229,392,577,334,272,good
7.88,179.77,229,384,576,334,279,good
7.04,180.38,223,378,573,330,280,good
8.28,180.14,226,372,576,338,274,good
6.29,179.685,239,393,578,358,265,good
6.23,180.132,258,391,574,353,268,good
6.21,180.376,265,387,555,360,269,good
5.87,181.259,282,392,541,371,275,good
8.92,182.628,284,440,533,374,280,good
8.28,182.349,302,441,544,378,275,good
7.8,182.772,297,373,533,391,261,good
5.68,166.177,270,372,521,400,250,good
8.55,165.672,248,375,527,407,237,good
6.99,164.338,254,379,505,403,223,good
8.3,151.47,248,381,509,365,217,good
9.01,151.954,238,381,503,331,224,good
8.38,152.552,242,380,501,334,237,good
6.99,152.18,230,392,514,350,256,good
6.05,151.852,217,365,512,349,271,good
5.93,152.073,216,388,517,335,283,good
8.06,152.117,226,375,528,339,287,good
8.62,152.496,238,358,548,351,277,good
6.77,151.835,257,347,539,349,262,good
6.68,163.666,272,339,534,343,247,suspect
7.25,168.85,286,343,552,353,233,suspect
7.18,168.564,288,355,552,349,224,good
7.75,168.567,284,359,554,339,219,good
7.76,157.095,272,361,540,339,221,good
7.65,155.041,250,362,527,324,221,good
8.09,154.874,229,375,514,340,220,good
9.88,155.039,209,371,491,363,233,good
8.14,155.197,206,362,478,373,255,good
8.23,155.18,206,360,471,360,274,good
6.28,159.331,201,344,454,362,279,good
8.84,168.183,199,337,464,342,279,good
6.49,168.175,200,323,480,344,278,good
8.03,167.635,204,305,494,337,280,good
5.68,169.844,212,298,501,316,278,good
6.99,185.169,224,302,502,309,291,good
7.68,159.743,232,316,487,311,272,good
8.37,178.9,225,327,479,326,286,good
7.22,179.199,220,337,457,341,284,good
8.04,164.204,223,345,446,357,263,good
9.3,153.094,227,399,433,373,243,good
7.06,153.28,225,368,429,384,219,good
7.99,152.848,217,342,439,383,221,good
6,152.96,214,377,449,369,220,good
6.1,152.887,217,368,455,357,235,good
8,160.486,216,370,467,354,248,good
7.29,160.792,208,375,471,346,254,good
6.25,161.148,205,378,468,345,252,good
7.34,161.35,206,380,474,361,250,good
8.57,160.66,208,382,486,350,254,good
7.33,161.268,211,379,500,346,252,good
8.1,161.096,212,365,485,343,252,good
7.24,177.203,211,351,477,349,254,good
8.07,184.73,210,338,470,344,256,good
7.63,185.326,211,331,449,328,268,good
7.86,177.082,216,327,435,333,279,good
6.76,162.703,221,330,420,341,277,good
8.1,163.446,221,341,409,340,267,good
6.8,163.374,225,353,412,359,262,good
5.36,163.008,227,373,428,351,259,good
9.14,162.954,231,386,426,331,257,good
9.43,163.207,244,382,427,323,261,good
8.77,190.381,255,354,443,328,262,good
6.88,190.775,259,330,454,326,264,suspect
7.53,190.857,261,336,473,330,273,good
7.7,190.884,267,351,462,327,280,good
6.45,190.79,285,359,453,330,268,good
8.9,190.843,286,362,453,330,263,suspect
7.95,155.15,293,368,446,330,262,suspect
7.15,152.927,294,380,452,333,264,good
7.52,152.606,298,366,466,339,268,good
6.68,152.79,297,345,478,344,273,good
6.75,152.967,297,339,491,346,277,good
8.9,153.13,298,347,510,346,278,good
9.57,156.194,299,374,524,348,271,good
8.03,157.241,301,381,531,349,256,good
8.15,156.514,303,376,515,347,242,good
9.71,157.058,297,382,501,342,227,good
7.89,157.151,286,382,510,342,225,good
8.5,153.912,275,387,494,346,229,good
7.8,153.265,270,383,446,358,236,good
7.41,170.829,271,382,434,372,245,good
8.03,171.062,263,379,451,385,256,good
9.16,170.802,263,389,460,380,268,good
7.13,171.148,240,390,474,327,280,good
7.31,191.143,239,385,490,354,287,good
7.33,191.391,241,391,505,437,288,good
9.12,191.153,244,400,514,438,289,good
6.28,191.263,256,400,517,396,287,good
6.81,190.952,270,395,516,343,284,good
8.2,191.101,283,390,513,339,286,good
7.84,165.793,282,380,512,355,287,good
8.83,154.922,268,372,503,352,286,good
6.58,182.614,263,361,504,352,283,good
5.06,198.479,256,351,508,359,277,good
6.6,175.812,263,346,523,364,255,good
7.77,156.911,258,339,542,362,274,good
7.02,157.254,247,339,553,357,280,good
5.68,182.911,232,348,520,360,279,good
8.55,186.062,215,352,510,369,287,good
6.88,185.453,204,350,507,387,290,good
8.19,185.46,217,340,508,385,281,good
5.72,186.002,243,330,520,376,286,good
7.46,170.839,245,318,509,351,290,good
6.8,160.623,243,312,505,334,296,good
6.85,187.755,241,307,506,340,297,good
8.63,195.993,237,313,512,365,287,good
7.78,195.215,238,330,520,383,275,good
7.49,190.851,239,339,524,381,265,good
7.47,168.224,238,349,510,365,262,good
6.17,163.392,237,358,496,366,254,good
4.91,183.177,238,358,509,382,257,good
9.96,183.213,237,353,507,367,259,good
7.59,183.352,236,362,506,343,254,good
6.47,182.637,239,365,508,338,247,good
5.33,182.598,248,348,508,346,250,good
7.9,183,258,351,511,341,252,good
6.31,183.125,261,361,513,343,253,good
6.26,182.984,257,364,505,362,256,good
9.16,183.445,258,361,501,384,260,good
7.49,182.768,259,357,530,373,287,good
7.87,192.78,265,349,529,381,292,good
8.6,193.779,276,347,508,383,282,good
5.49,193.646,274,347,492,386,272,good
7.69,194.004,276,343,488,396,259,good
7.55,180.064,278,344,485,389,244,good
8.03,180.374,275,347,469,371,233,good
7.36,180.413,275,351,448,349,228,good
6.78,180.037,280,347,435,341,239,good
5.3,180.178,274,350,442,341,261,suspect
7.94,179.75,276,348,454,345,277,suspect
6.83,180.063,279,342,481,349,284,suspect
8.13,179.644,272,347,490,353,228,good
10.14,179.878,267,345,490,347,253,good
5.58,180.07,261,348,503,338,236,good
7.41,179.906,246,351,523,327,221,good
5.35,179.523,229,345,553,319,215,good
4.03,180.079,200,350,530,317,209,suspect
5.95,156.116,205,350,551,326,215,good
5.78,154.926,208,350,566,342,228,suspect
8.4,155.213,215,350,575,350,244,suspect
9.56,155.06,214,348,581,352,255,suspect
7.15,154.981,218,345,578,341,258,suspect
8.36,154.882,234,338,568,328,254,suspect
5.76,155.358,239,328,557,333,251,suspect
8.64,155.044,246,319,543,333,247,suspect
7.2,154.933,261,315,529,327,246,suspect
6.95,154.859,276,319,535,329,237,good
6.88,154.867,284,324,562,323,230,good
4.97,155.005,266,316,581,326,228,suspect
8.46,155.099,254,297,594,332,225,suspect
6.3,155.022,241,322,586,338,228,suspect
7.27,184.016,233,301,585,343,236,suspect
6.01,195.724,229,296,589,366,238,suspect
7.18,175.749,253,310,564,387,230,suspect
5.72,157.935,273,316,569,390,232,suspect
6.85,157.94,279,318,548,343,229,suspect
8.51,158.934,267,311,547,358,222,suspect
6.41,160.849,252,307,547,400,227,suspect
7.14,160.976,231,311,549,373,224,suspect
6.26,161.364,222,312,555,393,193,suspect
8.76,161.376,199,312,562,402,199,suspect
6.83,161.072,200,312,550,388,217,suspect
6.38,161.195,212,312,553,372,219,suspect
7.62,161.67,215,322,548,350,222,suspect
6.56,168.163,218,340,530,338,230,suspect
7.08,168.007,229,357,517,323,236,good
9.14,168.048,241,375,492,308,241,good
9.37,171.897,252,366,468,300,243,good
6.82,181.918,266,360,468,301,241,good
7.69,181.65,287,364,442,305,234,good
7.78,185.523,287,367,406,305,223,good
7.62,186.195,288,369,440,302,207,good
7.22,185.964,290,368,565,299,197,good
5.01,185.674,287,376,652,296,196,good
6.88,185.528,277,370,509,297,199,good
6.84,186.121,259,376,512,307,201,good
9.42,185.987,253,369,506,308,215,good
6.59,179.542,261,372,514,286,231,good
7.4,175.06,272,373,514,271,237,good
7.76,174.85,265,365,526,243,234,good
7.65,175.342,260,362,537,227,240,good
8.13,175.096,261,364,517,268,241,good
5.27,175.26,275,364,491,335,254,good
7.44,175.191,283,359,502,380,304,good
6.83,186.111,283,366,544,365,288,good
7.38,194.3,280,350,535,359,254,good
7.42,199.198,266,341,539,361,232,good
8.25,199.228,255,354,541,359,219,good
7.15,198.837,259,369,531,357,217,good
6.01,199.267,277,372,517,353,221,good
9.02,196.728,272,365,511,369,233,good
7.9,175.777,255,354,497,376,238,good
7.42,171.949,248,340,473,378,240,good
7.45,160.801,260,328,453,372,243,good
7.09,160.82,270,317,457,370,247,good
7.97,161.283,279,313,470,370,245,good
7.74,160.754,274,312,444,373,222,good
7.56,160.833,269,314,390,369,197,good
7.72,160.597,264,325,364,411,178,good
7.43,160.797,261,341,378,326,227,suspect
6.09,161.094,261,361,395,383,255,suspect
7.99,160.935,259,371,408,368,235,suspect
6.52,161.374,254,387,422,371,210,good
5.73,160.678,246,389,449,366,206,good
7.2,163.811,240,390,464,370,220,good
8.36,166.849,221,390,477,355,237,good
7.17,166.829,214,387,477,361,253,good
8.63,166.094,206,386,484,364,268,good
6.14,167.074,205,384,497,367,273,good
6.42,166.99,206,383,504,370,273,good
8.05,166.892,203,370,492,364,273,good
7.55,167.306,208,338,480,357,268,good
7.44,167.615,202,332,460,345,276,good
9.3,191.642,200,353,454,343,288,good
7.16,192.39,202,336,460,352,275,good
6.96,181.457,201,336,488,357,268,good
9.38,179.151,202,341,494,351,269,good
8.92,195.074,212,340,504,345,274,good
6.17,195.905,224,337,516,339,262,good
9.63,196.077,223,340,531,336,264,good
6.72,195.96,221,348,543,338,251,good
6.11,195.547,215,356,546,343,236,good
6.3,195.838,221,354,534,342,243,good
6.8,195.905,218,352,523,328,257,good
5.71,193.862,217,358,536,314,254,good
6.95,175.023,219,357,506,315,243,good
7.24,175.453,221,352,475,322,236,good
6.57,175.083,222,351,450,324,232,good
7.85,174.818,222,358,437,329,241,good
8.29,174.95,220,361,456,328,257,good
6.03,176.616,216,354,469,327,256,good
7.98,199.201,213,342,491,329,257,good
7.06,158.144,214,338,505,331,260,good
6.67,151.023,215,369,519,329,257,good
8.29,151.432,215,368,517,327,254,good
6.83,151.004,225,335,521,332,254,good
9.38,160.297,231,361,539,330,255,suspect
7.54,193.002,243,393,564,332,255,suspect
5.5,195.716,261,416,577,341,256,suspect
6.58,195.649,274,397,551,334,258,good
8.63,196.529,283,375,543,333,261,good
7.45,195.879,286,349,538,345,259,good
10.51,177.466,285,334,530,353,252,good
7.17,172.466,282,331,521,360,248,good
7.07,171.626,286,335,513,365,237,good
8.14,172.186,285,343,510,361,217,good
6.84,172.36,276,342,504,344,203,good
7.44,172.034,262,340,504,345,200,good
8.52,171.779,252,329,506,343,201,good
9.62,172.047,262,335,516,344,203,good
7.53,189.715,249,337,515,343,204,good
7.85,198.927,245,330,494,344,205,good
7.25,199.363,245,313,481,332,198,good
8.57,199.208,250,328,461,339,201,good
7.15,199.075,252,319,466,347,202,good
8.52,199.075,255,324,438,352,205,good
7.08,199.296,253,325,433,345,206,good
8.52,199.247,244,321,451,333,206,good
7.68,199.239,241,325,453,327,211,good
7.3,198.846,241,332,447,333,220,good
7.4,199.373,241,343,461,342,229,good
9.3,198.881,244,340,458,361,234,good
6.97,198.896,246,346,462,367,242,good
6.22,198.651,247,359,466,364,248,good
8.65,198.937,248,379,460,356,251,good
7.06,198.84,242,386,444,355,253,good
7.46,199.283,228,383,444,356,247,good
6.13,199.306,231,379,445,356,241,good
8.46,165.965,247,380,407,345,244,good
7.52,154.265,271,398,402,331,247,good
7.6,154.215,283,383,424,313,252,good
9.66,154.133,278,383,458,308,237,good
6.03,153.472,276,384,469,303,244,good
7.45,153.764,279,382,466,304,242,good
6.52,153.652,269,380,463,311,221,good
7.4,153.555,256,384,446,320,228,good
7.85,153.883,244,384,458,332,240,good
7.84,154.361,241,385,509,334,240,good
8.92,162.538,234,376,461,333,248,good
7.89,163.843,224,348,494,349,247,good
5.79,163.919,217,340,491,344,246,good
6.65,163.732,210,322,494,318,251,good
6.76,176.96,219,312,520,284,267,good
7.04,181.684,219,303,548,302,284,good
7.28,182.981,220,300,577,319,293,good
7.68,183.207,225,311,588,321,290,good
6.5,182.855,207,302,572,318,283,suspect
7.55,182.855,198,303,536,320,279,suspect
7.54,187.758,210,311,509,331,282,suspect
8.12,198.545,214,285,555,333,296,suspect
8.04,198.028,212,307,601,334,298,good
5.25,197.762,211,313,595,333,294,good
7.08,189.743,210,314,603,334,298,good
6.78,158.898,220,305,622,339,293,good
8.52,158.88,225,307,645,329,293,suspect
7.53,159.064,239,306,606,324,295,suspect
7.18,159.049,266,309,584,327,297,suspect
5.96,164.132,268,313,574,348,294,suspect
7.69,169.433,258,312,576,367,291,suspect
6.45,176.01,245,311,556,378,296,suspect
9.47,176.08,237,296,582,394,301,good
6.81,175.716,230,271,575,384,303,suspect
8.25,176.074,231,281,587,389,294,suspect
7.22,167.498,227,315,576,388,276,suspect
7.88,161.286,227,329,563,387,254,suspect
8.56,161.005,227,339,558,390,255,suspect
8.92,161.307,229,353,549,356,264,good
7.99,160.541,227,365,493,337,263,suspect
8.06,158.062,232,361,571,390,263,suspect
10.14,157.106,239,368,579,364,275,suspect
6.13,156.597,241,380,579,364,229,suspect
8.25,181.582,249,337,554,367,238,suspect
6.55,198.153,261,343,568,356,198,suspect
8.52,198.192,271,342,583,356,150,good
7.75,198.018,283,330,588,348,191,good
7.33,198.323,288,319,582,339,263,good
7.46,196.838,287,323,579,326,254,good
6.05,198.023,291,324,594,319,236,good
8.95,197.655,293,318,607,322,176,good
8.29,197.501,294,328,576,322,223,good
8.49,197.475,291,336,590,322,271,good
8,198.059,288,330,608,321,287,good
5.47,198.01,293,315,609,318,276,good
6.61,197.747,294,307,601,322,255,good
9.55,198.001,289,319,582,322,247,good
8.35,197.68,289,335,564,328,250,good
9.31,187.301,281,361,550,349,263,good
6.29,167.561,253,371,539,355,256,good
8.06,168.235,260,364,520,350,248,good
4.72,173.317,257,332,502,346,251,good
8,194.963,259,293,490,339,249,good
6.62,192.025,271,326,470,321,253,good
8,193.533,277,346,461,318,253,good
7.6,193.023,285,343,452,312,252,good
7.43,193.094,291,351,466,320,258,good
7.11,197.179,292,367,491,329,267,good
10.05,198.388,289,368,503,315,272,good
8.79,199.034,292,379,506,320,275,good
8.17,199.368,296,384,509,317,281,good
7.83,198.715,278,381,509,315,287,good
8.16,198.926,257,370,509,319,284,good
8.99,198.89,250,370,505,319,298,good
7.96,197.796,251,376,505,331,318,good
8.06,184.404,258,369,505,347,288,good
6.88,164.876,250,376,501,367,289,good
5.43,164.987,247,376,492,378,289,good
6.68,164.667,249,373,484,378,284,good
6.77,164.634,247,374,461,375,286,good
6.39,165.522,244,379,445,370,288,good
5.79,169.125,245,374,443,363,283,good
6.7,177.955,246,363,438,358,274,good
10.8,178.02,227,355,444,357,260,good
5.7,177.875,233,365,445,359,244,good
8.38,178.417,236,375,447,364,228,good
5.76,177.946,233,373,450,367,215,good
5.8,184.523,236,380,449,364,217,good
8.13,194.129,236,379,447,360,223,good
9.29,193.84,236,378,443,359,221,good
5.36,194.075,234,375,450,367,223,good
7.31,193.987,237,374,448,378,229,good
8.33,194.109,240,369,451,372,238,good
8.59,193.518,235,373,442,378,253,good
9.73,194.401,236,372,431,375,269,good
7.77,194.209,236,380,419,382,283,suspect
8.27,193.683,232,382,413,372,289,suspect
7.74,194.089,232,383,412,360,290,suspect
8.36,194.146,237,381,414,347,291,suspect
7.57,194.209,237,368,410,359,294,suspect
8.72,193.933,232,360,413,362,295,suspect
7.4,193.89,243,340,413,347,291,suspect
7.25,193.693,258,328,421,338,283,suspect
9.56,194.295,234,319,441,360,270,suspect
8.04,194.213,240,305,447,379,252,good
7.92,193.828,253,303,451,387,239,good
7.51,194.059,246,302,458,386,237,good
5.97,193.888,238,302,489,376,243,good
5.62,193.688,231,303,510,361,263,good
7.19,181.291,232,307,527,362,279,good
6.69,168.308,231,299,533,370,293,good
6.9,168.26,237,281,536,375,287,good
7.2,167.863,236,284,534,367,295,good
7.4,168.313,234,300,528,354,303,good
6.85,168.127,254,317,528,344,296,good
6.64,167.996,263,332,532,347,276,good
6.44,168.1,276,345,530,343,266,good
8.22,167.808,279,352,518,339,274,good
9.74,168.04,265,355,505,338,267,good
6.52,168.269,253,355,489,340,261,good
7.34,166.646,243,354,474,338,272,good
8.74,160.366,239,355,461,340,267,good
8.69,161.026,239,348,445,346,268,good
7.69,160.735,237,340,427,350,272,good
8.44,160.678,237,333,412,342,278,good
8.54,173.364,246,324,402,332,274,suspect
6.73,189.051,252,337,403,343,273,suspect
6.39,172.935,273,303,412,351,289,suspect
5.77,187.096,270,310,426,339,289,suspect
7.77,186.635,250,320,448,335,282,suspect
7.7,177.088,245,321,461,353,277,suspect
6.99,168.613,257,323,463,380,267,good
8.08,169.171,252,338,480,369,255,good
8,168.984,251,356,498,352,235,good
6.27,168.991,251,370,516,362,250,good
6.55,169.139,252,393,533,371,265,good
6.91,173.131,260,404,544,375,268,good
7.4,185.17,266,421,555,360,272,good
7.26,184.974,269,432,566,361,280,good
6.38,184.948,274,453,555,361,278,good
8.29,184.694,280,439,569,358,274,good
5.89,184.755,286,417,554,350,278,good
6.45,184.97,286,389,528,329,286,good
6.72,184.727,286,387,515,305,279,good
8.43,184.788,281,397,507,326,277,good
8.63,185.07,281,393,514,362,280,good
8.76,184.99,283,400,492,353,280,good
8.62,186.361,277,399,479,318,277,good
5.93,193.066,282,373,473,304,278,good
8.67,192.841,298,361,459,312,281,good
9.37,192.994,301,346,470,325,285,good
8.36,193.086,298,333,477,334,280,good
7.59,192.845,281,331,480,351,275,good
8.27,193.189,273,327,471,364,271,good
7.26,193.396,281,316,470,370,264,good
7.84,192.183,283,308,475,368,251,good
9.97,173.957,287,314,478,361,230,good
8.94,173.743,287,356,495,370,228,good
7.73,174.131,284,399,508,358,236,good
6.29,174.46,279,340,510,350,247,good
5.56,173.846,277,330,514,357,256,good
6.13,174.081,271,322,529,343,255,good
